reference,from_in_text_selection,article,quote,coder,page,reference_type
PMC5453893-Faul-2007,PMC5453893_MS03,PMC5453893,"Faul F, Erdfelder E, Lang AG, Buchner A. G*Power 3: a flexible statistical power analysis program for the social, behavioral, and biomedical sciences. Behav Res Methods 2007; 39: 175-91. ",mjsong1201,7,publication
PMC3575798_Otwinowski-1997,PMC3575798_BB01,PMC3575798,"Otwinowski,Z. and Minor,W. (1997) Processing of X-raydiffraction data collected in oscillation mode.Meth. Enzymol.,276, 307–326.",brentbiglin,9,publication
PMC2447753_Pedersen_2000,PMC2447753_TZ06,PMC2447753,"Pedersen,J.S., Bejerano,G., Siepel,A., Rosen-bloom,K.Lindblad-Toh,K. Lander,E., Rogers,J., Kent,J., Miller,W. andHaussler,D. (2000) Identification and classification of conservedRNA secondary structures in the human genome.PLoS Comput.Biol.,2.",realrichardparker,4,publication
PMC3337072_Gautier01,PMC3337072_JWC02,PMC3337072,"Gautier L, Cope L, Bolstad BM, Irizarry RA. affy–analysis of Affymetrix GeneChip data atthe probe level.Bioinformatics2004;20: 307–315.",jackchristen,9,publication
PMC3890939_Larson-1994,PMC3890939_SK03,PMC3890939," Larson, A. C. & Von Dreele, R. B.General Structure Analysis System (GSAS), LosAlamos National Laboratory ReportLAUR 86–748 (1994).",shruthikrish,4,publication
PMC3589787_Tamuraetal-2007,PMC3589787_BB05,PMC3589787,"Tamura K, Dudley J, Nei M, Kumar S. 2007. MEGA4: Molecular evolutionary genetics analysis (MEGA) software version 4.0. Molecular Biology and Evolution 24: 1596–1599.",brentbiglin,15,publication
PMC1636350-Katoh-2005,PMC1636350_MS111,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",mjsong1201,10,publication
PMC4797302_Morgan01,PMC4797302_JWC07,PMC4797302,"Morgan,M., Anders,S., Lawrence,M., Aboyoun,P., Pag`es,H. andGentleman,R. (2009) ShortRead: a bioconductor package for input,quality assessment and exploration of high-throughput sequencedata.Bioinformatics,25, 2607–2608",jackchristen,8,publication
PMC5440848_Tjong-2012,PMC5440848_MZ01,PMC5440848,"Tjong, W., Kazakia, G.J., Burghardt, A.J., Majumdar, S., 2012. The effect of voxel size onhigh-resolution peripheral computed tomography measurements of trabecular andcortical bone microstructure. Med. Phys. 39:1893–1903.http://dx.doi.org/10.1118/1.3689813.",oceanwall,8,publication
PMC5440848_Kazakia-2008,PMC5440848_MZ01,PMC5440848,"Kazakia, G.J., Hyun, B., Burghardt, A.J., et al., 2008. In vivo determination of bone structurein postmenopausal women: a comparison of HR-pQCT and high-field MR imaging.J. Bone Miner. Res. 23:463–47   4.http://dx.doi.org/10.1359/jbmr.071116.",oceanwall,7,publication
PMC4615214_Griffiths-2005,PMC4615214_HR13,PMC4615214,"94. Griffiths-Jones, S. RALEE–RNA ALignment editor inEmacs. Bioinformatics 2005; 21: 257-259.",henryrossiter,16,publication
PMC5054108_Eisenhaber01,PMC5054108_JWC16,PMC5054108,"Eisenhaber, B.,et al.  1999.  Prediction of potentialGPI-modification sites in proprotein sequences.J.Mol. Biol.292: 741-758.",jackchristen,10,publication
PMC5143422_Adams-2010,PMC5143422_HR03,PMC5143422,"48 Adams PD, Afonine PV, Bunkóczi G, et al. PHENIX: a com-prehensive Python-based system for macromolecular structure solution. Acta Cryst D2010; 66:213-221.",henryrossiter,15,publication
PMC5089661_Deperas-2007,PMC5089661_HR27,PMC5089661,"Deperas J, et al. CABAS: A freely available PC program for fitting calibration curvesin chromosome aberration dosimetry. Radiat Prot Dosim 2007;124:115–123.",henryrossiter,10,project_name
PMC2682500_Foissac_2008,PMC2682500_TZ09,PMC2682500,"Foissac S, Gouzy J, Rombauts S, Mathe ́C, Amselem J,Sterck L, Van de Peer Y, Rouze ́P, Schiex T.2008. Genomeannotation in plants and fungi: EuGe`ne as a model platform.CurrentBioinformatics3,87–97.",realrichardparker,13,publication
10.3846%2Fjbem.2010.28_Schoop01,10.3846%2Fjbem.2010.28_JWC09,10.3846%2Fjbem.2010.28,"Schoop, M.; Jertila, A.; List, T. 2003. Negoisst: a negotiation support system for electronic busi-ness-to-business negotiations in e-commerce, Data & Knowledge Engineering 47(3): 371–401.",jackchristen,22,publication
PMC5066091_Akarcay-2015,PMC5066091_AN01,PMC5066091,"Software jaMCp3, 2015, http://www.iapbp.unibe.ch/content.php/home/ projects/28.",ankimnguyen,11,publication
PMC3692048_Flicek-2012,PMC3692048_HR10,PMC3692048,"9. Flicek,P., Amode,M.R., Barrell,D., Beal,K., Brent,S.,Carvalho-Silva,D., Clapham,P., Coates,G., Fairley,S.,Fitzgerald,S.et al. (2012) Ensembl 2012.Nucleic Acids Res.,40,D84–D90.",henryrossiter,5,publication
PMC5132076_McKenna01,PMC5132076_JWC04,PMC5132076,"McKenna  A,  Hanna  M,  Banks  E,  et  al.  The  Genome  Analysis Toolkit:  a  MapReduce  framework  for  analyzing  next-genera-tion DNA sequencing data. Genome Res. 2010;20:1297–1303.",jackchristen,7,publication
PMC5132076_DePristo01,PMC5132076_JWC04,PMC5132076,"DePristo  MA,  Banks  E,  Poplin  R,  et  al.  A  framework  forvariation discovery and genotyping using next-generation DNA sequencing data.Nat Genet. 2011;43:491–498.",jackchristen,7,publication
PMC1636350-Katoh-2005,PMC1636350_MS41,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",mjsong1201,10,publication
PMC3589787_Crous-2004a,PMC3589787_MS05,PMC3589787,"CrousPW,GamsW,StalpersJA,RobertV,StegehuisG.2004a.MycoBank:anonlineinitiativetolaunchmycologyintothe21stcentury.StudiesinMycology50:19–22.",mjsong1201,14,publication
PMC4374707_Luengo01,PMC4374707_JWC03,PMC4374707,"Luengo Hendriks CL, van Vliet LJ, Rieger B, van Ginkel M. DIPimage: A Scientific Image Processing Toolbox for MATLAB. Delft, The Netherlands: Quantitative Imaging Group, Delft University of Technology; 1999. Available at http://www.diplib.org/. Accessed on November 15, 2013.",jackchristen,15,project_page
PMC2773253_Sarachu-2005,PMC2773253_TL12,PMC2773253,"Sarachu,M. and Colet,M. (2005) wemboss: a web interface for emboss. Bioinformatics,
21, 540–541.",tonyli0409,7,publication
PMC1636350-Edgar-2004,PMC1636350_MS21,PMC1636350,"Edgar,R.C. (2004) MUSCLE: multiple sequence alignment with highaccuracy and high throughput.Nucleic Acids Res.,32, 1792–1797.",mjsong1201,10,publication
10.1080%2F09645292.2018.1426732_Rasbash-2015,10.1080%2F09645292.2018.1426732_TL01,10.1080%2F09645292.2018.1426732,"Rasbash, J., C. Charlton, W. J. Browne, M. Healy, and B. Cameron. 2015. MLwiN Version 2.35. Centre for Multilevel Modelling,
University of Bristol.",tonyli0409,24,project_name
PMC3379598_Frane01,PMC3379598_JWC02,PMC3379598,"Frane J.SUDAAN: Professional Software forSurvey Data Analysis. Research TrianglePark, NC, Research Triangle Institute, 1989",jackchristen,5,project_name
10.1080%2F17421772.2015.1126966_LeSage01,10.1080%2F17421772.2015.1126966_JWC01,10.1080%2F17421772.2015.1126966,"LeSage, J. P. (2015) Software for Bayesian cross section and panel spatial model comparison,Journal of GeographicalSystems, 17, 297–310",jackchristen,7,publication
10.1080%2F00036846.2016.1218430_Arbuckle-2006,10.1080%2F00036846.2016.1218430_MS01,10.1080%2F00036846.2016.1218430,"Arbuckle,  J.  L.2006.AMOS  (Version  7.0),  ComputerProgram. Chicago, IL: SPSS.",mjsong1201,12,user_guide
10.1111%2Fj.1467-6419.2007.00527.x_Becker-Ichino-2002,10.1111%2Fj.1467-6419.2007.00527.x_MD02,10.1111%2Fj.1467-6419.2007.00527.x,"Becker, S.O. and Ichino, A. (2002) Estimation of average treatment effects based onpropensity scores. Stata Journal 2(4): 358–377.",mrcyndns,38,publication
PMC4540966_Larkin01,PMC4540966_JWC07,PMC4540966,"Larkin  MA,  Blackshields  G,  Brown  NP,  Chenna  R,  McGettigan  PA,McWilliam  H,  Valentin  F,  Wallace  IM,  Wilm  A,  Lopez  R,  et  al.2007.   Clustal   W   and   Clustal   X   version   2.0.Bioinformatics23:2947–2948.",jackchristen,17,publication
PMC2950835_SG03_Applegate,PMC2950835_SG03,PMC2950835,"Applegate  D.,  Bixby  R.E.,  Chv ́atal  V.,  Cook  W.http://www.tsp.gatech.edu/concorde.html",sonakshigarg23,9,project_page
PMC5220168_Huangda-2009,PMC5220168_JS03,PMC5220168,"W.Huang da, B.T. Sherman, R.A. Lempicki, Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources, Nat. Protoc.4 (2009) 44-57",jcsick,13,publication
PMC5220168_Huangda-2009,PMC5220168_JS03,PMC5220168,"W.Huang da, B.T. Sherman, R.A. Lempicki, Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources, Nat. Protoc.4 (2009) 44-57",mjsong1201,13,publication
PMC5220168_Huangda-2009,PMC5220168_JS03,PMC5220168,"W. Huang da, B.T. Sherman, R.A. Lempicki, Systematic and integrative analysis oflarge gene lists using DAVID bioinformatics resources, Nat. Protoc. 4 (2009) 44-57.",jcsick,13,publication
PMC5220168_Huangda-2009,PMC5220168_JS03,PMC5220168,"W. Huang da, B.T. Sherman, R.A. Lempicki, Systematic and integrative analysis oflarge gene lists using DAVID bioinformatics resources, Nat. Protoc. 4 (2009) 44-57.",mjsong1201,13,publication
PMC4163634_BB03_Reuter-2010,PMC4163634_BB03,PMC4163634,"Reuter JS & Mathews DH (2010) RNAstructure:software for RNA secondary structure prediction andanalysis.BMC Bioinformatics11, 129.",brentbiglin,15,publication
PMC2935446_Linding-2003,PMC2935446_AN01,PMC2935446,"Linding,R. et al. (2003) GlobPlot: exploring protein sequences for globularity and disorder. Nucleic Acids Res., 31, 3701–3708.",ankimnguyen,8,publication
PMC4615214_zhu-2013,PMC4615214_HR08,PMC4615214,"14. Zhu, J., Steif, A., Proctor, J. & Meyer, I. TransientRNA structure features are evolutionarily conservedand can be computationally predicted. Nucleic AcidsRes 2013; 41: 6273-6285.",henryrossiter,15,publication
PMC2935446_Shimizu-2007a,PMC2935446_AN07,PMC2935446,"Shimizu,K. et al. (2007a) POODLE-S: web application for predicting protein disorder by using physicochemical features and reduced amino acid set of a position-specific scoring matrix. Bioinformatics, 23, 2337–2338.",ankimnguyen,8,publication
PMC3035800_Chan-2001,PMC3035800_RA46,PMC3035800,"Chan,T. and Vese,L. (2001) Active contours without edges.IEEE Trans. Image Process,10, 266–277.",raghu-achukola,7,publication
PMC5367605_Yushkevich-2006,PMC5367605_JS01,PMC5367605,"Yushkevich PA, Piven J, hazlett hC, et al. User-guided 3D active contour segmentation of anatomical structures: significantly improved efficiency and reliability. Neuroimage 2006;31:1116-28",jcsick,8,publication
PMC5144680_Goecks01,PMC5144680_JWC03,PMC5144680,"Goecks, J., Nekrutenko, A. and Taylor, J. 2010, Galaxy: a comprehensiveapproach for supporting accessible, reproducible, and transparent compu-tational research in the life sciences.Genome Biol.,11, R86.",jackchristen,10,publication
PMC5144680_Giardine01,PMC5144680_JWC03,PMC5144680,"Giardine, B., Riemer, C., Hardison, R. C., et al. 2005, Galaxy: a platformfor interactive large-scale genome analysis.Genome Res.,15, 1451–5.",jackchristen,10,publication
PMC5144680_Blankenberg01,PMC5144680_JWC03,PMC5144680,"Blankenberg, D., Kuster, G. V., Coraor, N., et al. 2010, Galaxy: a web-based genome analysis tool for experimentalists.Curr. Protoc. Mol. Biol.,19, 10.",jackchristen,10,publication
PMC5435914_Quinlan-2010,PMC5435914_TL13,PMC5435914,"Quinlan,A.R. and Hall,I.M. (2010) BEDTools: a flexible suite of
utilities for comparing genomic features. Bioinformatics, 26, 841–842.",tonyli0409,14,publication
PMC2935446_Schlessinger-2006,PMC2935446_AN32,PMC2935446,"Schlessinger,A. et al. (2006) PROFbval: predict flexible and rigid residues in proteins. Bioinformatics, 22, 891–893.",ankimnguyen,8,publication
PMC1636350-Pei-2003,PMC1636350_MS17,PMC1636350,"Pei,J., Sadreyev,R. and Grishin,N.V. (2003) PCMA: fast and accuratemultiple sequence alignment based on profile consistency.Bioinformatics,19, 427–428.",mjsong1201,4,publication
PMC4895162_Miller01,PMC4895162_JWC07,PMC4895162,"Miller CA, White BS, Dees ND, Griffith M, Welch JS, Griffith OLet al.SciClone:inferring clonal architecture and tracking the spatial and temporal patterns oftumor evolution.PLoS Comput Biol2014;10: e1003665.",jackchristen,9,publication
PMC2935446_McGuffin-2008,PMC2935446_AN25,PMC2935446,"McGuffin,L.J. (2008) Intrinsic disorder prediction from the analysis of multiple protein fold recognition models. Bioinformatics, 24, 1798–1804.",ankimnguyen,8,publication
PMC4801132_Bindea01,PMC4801132_JWC06,PMC4801132,"Bindea G, Mlecnik B, Hackl H, et al. ClueGO: a cytoscape plug-in to decipher functionally grouped gene ontology and pathway annotation networks. Bioinformatics. 2009;25:1091–1093.",jackchristen,13,publication
PMC3040438_Nam-1987,PMC3040438_MZ01,PMC3040438,Nam JM. A simple approximation for calculating sample sizes for detecting linear trend in proportions. Biometrics 1987; 43: 701-5.,oceanwall,2,publication
PMC3365791_Car_2011,PMC3365791_TZ05,PMC3365791,"Car J, Black A, Anandan C, et al. Impact of eHealth on the
    Quality and Safety of Healthcare. An updated systematic
    overview and synthesis of the literature. Updated report. NHS
    Connecting for Health Evaluation Programme.
    Birmingham, 2011",realrichardparker,7,publication
PMC4176174_Sorzano01,PMC4176174_JWC03,PMC4176174,"Sorzano,C.O., Bilbao-Castro,J.R., Shkolnisky,Y., Alcorlo,M.,Melero,R., Caffarena-Fernandez,G., Li,M., Xu,G., Marabini,R. andCarazo,J.M. (2010) A clustering approach to multireferencealignment of single-particle projections in electron microscopy.J.Struct. Biol.,171, 197–206",jackchristen,14,publication
PMC3542452_Cunningham-2007,PMC3542452_TL01,PMC3542452,"Cunningham JB, McCrum-Gardner E. Power, effect
and sample size using GPower: practical issues
for researchers and members of research ethics
committees. Evid Based Midwifery 2007;5:132-6. ",tonyli0409,10,publication
PMC3365791_Fisher_2007,PMC3365791_TZ14,PMC3365791," Fisher B, Fitton R, Poirier C, Stables D. Patient record
    access – the time has come! Br J Gen Pract. 2007;57:507 –11",realrichardparker,7,publication
PMC3365791_Morris_2010,PMC3365791_TZ10,PMC3365791,"Morris L, Milne R Enabling Patients to Access Electronic
    Health Records. Guidance for Health Professionals. London:
    Royal College of General Practitioners, 2010",realrichardparker,7,publication
PMC3337072_Fisher-1997,PMC3337072_MZ13,PMC3337072,"42.  Fisher PW, Lucas C, Shaffer D.Diagnostic  Interview  Schedule  for  Children,  Version  IV(DISC IV): Test-retest reliability in a clinical sample. Proceedings of the 44th Annual Meetingof the American Academy of Child and Adolescent Psychiatry: Toronto, Canada, 1997.",oceanwall,9,publication
PMC3337072_Schwab-1996,PMC3337072_MZ13,PMC3337072,"43.  Schwab-Stone ME, Shaffer D, Dulcan MK, Jensen PS, Fisher P, Bird HRet  al.Criterionvalidity of the NIMH Diagnostic Interview Schedule for Children Version 2.3 (DISC-2.3).J  Am  Acad  Child  Adolesc  Psychiatry1996;35: 878–888.",oceanwall,9,publication
PMC4540966_Mayor01,PMC4540966_JWC06,PMC4540966,"MayorC,BrudnoM,SchwartzJR,PoliakovA,RubinEM,FrazerKA,Pachter   LS,   Dubchak   I.   2000.   VISTA?:   visualizing   global   DNA sequence   alignments   of   arbitrary   length.Bioinforma   Oxf   Engl.16:1046–1047.",jackchristen,17,publication
PMC3692048_Maragkakis-2011,PMC3692048_HR08,PMC3692048,"6. Maragkakis,M., Vergoulis,T., Alexiou,P., Reczko,M.,Plomaritou,K., Gousis,M., Kourtis,K., Koziris,N., Dalamagas,T.and Hatzigeorgiou,A.G. (2011) DIANA-microT Web serverupgrade supports Fly and Worm miRNA target prediction andbibliographic miRNA to disease association.Nucleic Acids Res.,39, W145–W148.",henryrossiter,4,publication
10.1111%2Fsjpe.12150_Hainmueller-2011,10.1111%2Fsjpe.12150_TL04,10.1111%2Fsjpe.12150,"HAINMUELLER, J. and XU, Y. (2011). Ebalance: a Stata package for entropy balancing. Journal
of Statistical Software, 54, p. 18.",tonyli0409,23,publication
PMC1747177_Delcher-2002,PMC1747177_MS04,PMC1747177,"Delcher,A.L., Phillippy,A., Carlton,J. and Salzberg,S.L. (2002) Fastalgorithms for large-scale genome alignment and comparison.NucleicAcids Res.,30, 2478–2483.",mjsong1201,5,publication
PMC1747177_Altschul-1990,PMC1747177_MS04,PMC1747177,"Altschul,S.F., Gish,W., Miller,W., Myers,E.W. and Lipman,D.J. (1990)Basic local alignment search tool.J. Mol. Biol.,215, 403–410.",mjsong1201,5,publication
PMC3384331_Sonnhammer-1998,PMC3384331_MZ14,PMC3384331,"Sonnhammer,E.L., von Heijne,G. and Krogh,A. (1998) A hiddenMarkov model for predicting transmembrane helices in proteinsequences.Proc. Int. Conf. Intell. Syst. Mol. Biol.,6, 175–182.",oceanwall,12,publication
PMC3829989_Accelrys_2012,PMC3829989_PS03,PMC3829989,"Accelrys Software Inc., Discovery studio modeling environment, Release 3.5, San Diego: Accelrys Software Inc.; 2012, http://accelrys.com/products/discovery-studio/",ppseguel,3,publication
PMC2773253_Wilkinson-2006,PMC2773253_TL19,PMC2773253,"Wilkinson,M. (2006) Gbrowse Moby: a web-based browser for BioMoby services.
Source Code Biol. Med., 1, 4.",tonyli0409,7,publication
PMC2935446_Su-2006,PMC2935446_AN10,PMC2935446,"Su,C.T. et al. (2006) Protein disorder prediction by condensed PSSM considering propensity for order or disorder. BMC Bioinformatics, 7, 319.",ankimnguyen,8,publication
PMC1636350_NOTREDAME-2000,PMC1636350_CM08,PMC1636350,"Notredame,C., Higgins,D.G. and Heringa,J. (2000) T-Coffee: a novelmethod for fast and accurate multiple sequence alignment.J. Mol.Biol.,302, 205–217.",anneclarisse,10,publication
PMC2447753_Kiryu_2007,PMC2447753_TZ42,PMC2447753,"Kiryu,H., Tabei,Y., Kin,T. and Asai,K. (2007) Murlet: a practicalmultiple alignment tool for structural RNA sequences.Bioinformatics,23, 1588–1598.",realrichardparker,5,publication
PMC3365791_Chen_2009,PMC3365791_TZ19,PMC3365791,"Chen C, Garrido T, Chock D, Okawa G, Liang L. The Kaiser
    Permanente electronic health record: transforming and
    streamlining modalities of care. Health Affairs
    2009;28:323 – 33",realrichardparker,7,publication
PMC1636350_EDGAR-2004,PMC1636350_CM23,PMC1636350,"Edgar,R.C. (2004) MUSCLE: multiple sequence alignment with highaccuracy and high throughput.Nucleic Acids Res.,32, 1792–1797.",anneclarisse,10,publication
PMC3392846_ClevelandClinic,PMC3392846_MD04,PMC3392846,Cleveland Clinic Risk Calculator.Risk Assessment Tool for Estimating Your10-year Risk of Having a Heart Attack. http://my.clevelandclinic.org/ccforms/Heart_Center_Risk_Tool.aspx (accessed 23 Dec 2011),mrcyndns,8,project_page
10.1007%2Fs10683-017-9548-x_Fischbacher-2007,10.1007%2Fs10683-017-9548-x_TL02,10.1007%2Fs10683-017-9548-x,"Fischbacher, U. (2007). z-tree: Zurich toolbox for ready-made economic experiments. Experimental
Economics, 10(2), 171–178.",tonyli0409,27,publication
