selection,coder,article,quote,page,mention_type,certainty,memo
PMC3177212_JWC02,jackchristen,PMC3177212,"A probable structure of ScoRsrA wascreated  based  on  the  determined  structure  ofR.  sphaeroidesChrR  (3;  PDB  ID:2Z2S)  by  usingModeller program (32), and was visualized throughPyMOL (33).",2,software,9,looked it up
PMC5078571_MS09,mjsong1201,PMC5078571,"All statistical analyses were performed using MATLAB R2014b (TheMathWorks, Inc., Natick, MA, USA), applying in-house developed scripts and PLS Toolbox 7.9 (Eigenvector Research, Inc., Wenatchee, WA, USA),and R Statistical Software using rms package (Harrell, 2015).",3,software,10,it says it's Statistical Software
PMC3234630_MP01,meganpearson,PMC3234630,"Determine the exact NOAEL, e.g. by using more sensi-tive investigations such as morphometry or, if deemednecessary, electron microscopy (EM).",2,hardware,10,I know it is
PMC5032163_CM01,anneclarisse,PMC5032163,"Survival was estimated using the Kaplan–Meier prod-uct-limit method using SPSS (v. 22) software (SPSS Inc., Chicago, IL, USA).",2,software,10,It was referred to as software in text.
PMC3863971_MZ01,oceanwall,PMC3863971,Elemental analysis was conducted using Genesis EDX software.,8,software,10,"looked up software name, found that it referred to a software simulation program "
PMC5210605_CB15,carsonbrown19,PMC5210605," Besides, we also
retrieved several thousand subcellular localization entries
from lncRNAdb (9), PomBase (10), FlyBase (11), TAIR
(12) and DOT (13) databases (Figure 1).",2,software,10,is a software for an RNA database
PMC4181210_HR01,henryrossiter,PMC4181210,"The software is designed to plot the 24-hour IOP pattern, whereas each data point can be inspected for ocular pulsation,",4,software,10,it says software in quote
PMC2886355_JWC01,jackchristen,PMC2886355,Transcripts  were  clustered using  Genesis  software  for  hierarchical  clus-tering. Representative genes from each major cluster  are  listed  on  the  right.,7,software,10,called software
PMC4662707_MZ05,oceanwall,PMC4662707,"CT: multidomain computerized training(CogniPlus), 3340 minutes session perweek for 4 weeks (group-based); control:Exergames (Nintendo Wii)",4,software,10,"googled CogniPlus, confirmed its status as software"
PMC2731890_FJ22,jasleen29,PMC2731890,"Among RNAs matching antisense strands and
found by Vogel et al. (31) and Kawano et al. (32), 10 species may be transcribed from intragenic pro- moters predicted by PlatProm",6,software,10,"verified by google, pattern recognition software"
PMC4894081_TZ01,realrichardparker,PMC4894081,The sample size was calculated using G power 3.1 soft-ware.,3,software,10,Notes it is software in text
PMC3309518_RA06,raghu-achukola,PMC3309518,"we  plotted  these  FWE  corrected  activationmaps  onto  the  canonical  Montreal  Neuroimaging  Institute(MNI)  152  template  brain  image33using  SPM8,  and  onto  athree-dimensional-rendered  template
     brain  image  using  MRI-cron software (http://www.sph.sc.edu/comd/rorden/mricron/). ",3,software,10,says software
PMC3529402_JWC06,jackchristen,PMC3529402,"(Stata Corporation: Stata/SE 11.0 for Windows, Lakeway Drive, College Station, Texas, USA, 2010)",4,software,8,looked it up
PMC3302911_CT01,ctjoe,PMC3302911,". Each result was analyzed using the SPSS ver. 12.0 (SPSS Inc., Chicago, IL, USA) and a p < 0.05 was considered statistically significant.",3,software,10,Googled and found that it is statiscal software
PMC4915762_AN02,ankimnguyen,PMC4915762,all inferential statistical cal- culations were conducted using Microsoft Excel 2013.,4,software,10,Google Search
PMC3935166_MZ35,oceanwall,PMC3935166,"Thebeta-versionof""OnlineTED""wasmadeavailableonNovember1st,2012athttp://www.OnlineTED.com(Ger-manversion:http://www.OnlineTED.de).",4,software,10,website indicates that it's a web-based app
PMC5132076_JWC09,jackchristen,PMC5132076,"ubsets:  (SIFT,  PolyPhen2-HDIV,  PolyPhen2-HVAR,LRT,  MutationTaster,  MutationAssessor,  FATHMM,  MetaSVM,and  MetaLR),  or  (VEST3  CADD-raw,  CADD-phred,  GERPþþ, phyloP46way-placental,  phyloP100way-vertebrate  and  SiPhy-29way-logOdds).",3,software,7,looked it up
PMC5210605_CB19,carsonbrown19,PMC5210605,"The RNALocate database is implemented using HTML
and PHP languages with MySQL server.",2,software,10,mysql server is software
PMC5021055_HR01,henryrossiter,PMC5021055," Asoftware program which estimates the impact of crossover determined that the mOS was 39 weeks, well below the sunitinib group.60",5,software,10,says that it is software
PMC3909089_JS01,jaskiratsingh23,PMC3909089,"Membrane was washed twice in 0.5 × SSC, 0.1% SDS and 0.1 × SSC, 0.1% SDS for 15 min each at 65°C and scanned on phosphorimager using the software Fujifilm Image Reader.",4,software,10,mentioned as a software
PMC4310406_SS02,sahilshahh,PMC4310406,"Statistical analyses were performed by SPSS version 18.0
(IBM Corporation, Armonk, NY) and GraphPad Prism v5.0
(GraphPad Software Inc., La Jolla, CA) was used for plotting.",3,software,10,I know what SPSS is
PMC5435914_TL16,tonyli0409,PMC5435914,"The Database for Annotation, Visualization and
Integrated Discovery (DAVID) program was used to define biological processes enriched in the protein encoding genes putatively regulated by p27",6,software,10,"googled, used previously in article"
PMC4666316_TZ18,realrichardparker,PMC4666316,"Initially, data are captured to identify patterns for the individual over time. ",5,software,4,indentifying partterns and data capture sounds like something a machine learning algorithm would be involved in
PMC4586740_TL23,tonyli0409,PMC4586740," and Voronto (Santamaría and Pierre, 2012) to test for
significant enrichment of functional annotations.",18,software,10,used previously in article
PMC4938145_JS06,jaskiratsingh23,PMC4938145,"A Multisizer 4 Coulter counter (Beckman Coulter Inc.,
Miami, FL, USA) and ZetaSizer Nano ZS (Malvern Instruments,
Malvern, UK) were employed to measure the size
and the zeta potential, respectively.",3,software,10,confirmed over google
PMC5293311_JWC08,jackchristen,PMC5293311,The scales forming the BREAST-Q reconstruction module are as follows:,2,software,3,looked it up
PMC3734831_MZ03,oceanwall,PMC3734831,GO and pathway analyses wereperformed  on  thecontrastgene  list  using  the  IngenuityPathways Analysis (IPA) tool (Figure 3b).,5,software,10,previously confirmed that it was software
PMC5078571_MS05,mjsong1201,PMC5078571,"Next, the datafiles obtained by the ChromaTOF software wereexported to textfiles and in-house developed software Guineu(Castillo et al., 2011) was used for aligning and normalization of com-pounds for further analyses.",3,software,10,it says software
PMC1636350_CM22,anneclarisse,PMC1636350,"Wilcoxon  signed-ranks  tests  were  performed  to  calculatestatistical  significance  of  comparisons  between  alignmentprograms,   which   include   ProbCons   (version   1.10)   (23),MAFFT (version 5.667) (11) with several options, MUSCLE(version 3.52) (10) and ClustalW (version 1.83) (7).",4,software,10,Google search.
PMC4977069_yc02,monicacho92,PMC4977069,"DDR, Nintendo wii tennis and boxing, PlayStation 2, etc.",4,software,10,Sentence mentions two types of Wii Sports game: tennis and boxing. They are both video games developed by Nintendo. Each in text mention is coded separately.
PMC4164725_MZ01,oceanwall,PMC4164725,"Statistical analyses were performed using the SAS version 8.0 (SAS Institute Inc., Cary, NC, USA)",2,software,10,SAS is a well known statistical analysis software
PMC1636350_CM68,anneclarisse,PMC1636350,"Theresults  of  MUMMALS  on  ‘HOM+100’  are  inferior  tothose  on  ‘HOM+50’,  which  is  in  contrast  to  MAFFT  thatshows consistent increase of accuracy when more homologsare  added. ",6,software,10,Google
PMC3252618_JWC02,jackchristen,PMC3252618,"The regression was carriedout using SPSS (SPSS, Chicago).",3,software,9,looked it up
PMC4989302_CB01,carsonbrown19,PMC4989302,"Chimeras were removed using UCHIME
(USEARCH v.6) (Edgar et al., 2011). ",2,software,10,"""USEARCH v.6 is software, googled"
PMC3448160_CB02,carsonbrown19,PMC3448160,"Bright-field
microscopy with a Zeiss Axioplan microscope with an attached AxioCam
camera (Carl Zeiss, Germany) was used for analysis of cellular morphology.",8,hardware,10,the axiocam is a camera (hardware)
PMC1933159_MS10,mjsong1201,PMC1933159,"taveRNA involves web interfaces to the algorithmictools we have developed for each one of the above problems: (1)alteRNA, an alternative thermodynamicmodel-based  RNA  secondary  structure  prediction program, (2)inteRNA, a program for predicting the jointsecondary  structure  of  two  interacting  RNAs  and(3)pRuNA, a tool for quickly identifying all potentialregulatory ncRNAs for a query mRNA.",1,software,7,"inteRNA is the first program that aims to compute the joint structure prediction of two given RNA sequences through minimizing their total free energy, which, is a function of the topology of the joint structure. "
PMC2872893_JWC01,jackchristen,PMC2872893,"Statistical analysis was performed using SigmaStat 3.0 (Sys-tat Software Inc., Chicago, USA",4,software,9,looked it up
PMC3384331_MZ05,oceanwall,PMC3384331,"The  genome  sequences  were  annotated  usingDNAMaster   (http://cobamide2.bio.pitt.edu,   version5.22.2), pDRAW32 and GeneMark.hmm for Prokaryotes(version 2.8).",3,software,10,"googled software name, confirmed status"
PMC4160583_MD02,mrcyndns,PMC4160583,"Statistical analyses were performed using the SPSS version 21.0 (IBM Co., Armonk, NY, USA). ",3,software,9,SPSS is a pretty well known software program for data analyses
PMC3608489_TL04,tonyli0409,PMC3608489,"Measures of colocalization were performed using Volocity software,
",11,software,10,word software used
PMC1636350_MS77,mjsong1201,PMC1636350,We  found  that  the  major  cause  of  lower  average  columnscore   of   MUMMALS   is   due   to   a   few   alignments   that MUMMALS  gives  considerably  lower  scores  as  comparedto MAFFT-linsi (10 alignments with a score difference largerthan  0.5).,7,software,10,MAFFT is a multiple sequence alignment program for unix-like operating systems.
PMC3575563_MZ01,oceanwall,PMC3575563,"SPSSstatisticalsoftwarepackage20.0forWindows(SPSSInc.,Chicago,Ill,USA)wasusedforstatisticalanalysis.",3,software,10,SPSS is a well known statistical analysis software
PMC3281721_JWC07,jackchristen,PMC3281721,The AMBER 4.1 charges(31) were used as the atomic charges for the proteins and the Gasteiger-Hückel charges (32–35) were used as the charges for AMF-26,3,software,5,looked it up
PMC3944114_FJ02,jasleen29,PMC3944114,"The inclusion of a covariate term was consid- ered statistically signi cant if it produced a difference of 3.84 (P = 0.05, given a single degree of freedom) in the NONMEM objective function value during the forward inclusion and if it produced an objective function value difference of 6.64 (P = 0.01, given a single degree of freedom) during the backward elimination.",6,software,10,verified by google
PMC3939454_SA29,sehreenali,PMC3939454,We have unveiled the limitants of AP-MS processing methods regarding their ability to predict subcomplexes and we have also suggested TRIBAL as an alternative solution to this.,7,algorithm,10,article said that TRIBAL was an algorithm
PMC3630384_MS09,mjsong1201,PMC3630384,Red rectan- gles represent annotated hemato- poietic and lymphoid tissue malig- nancy; yellow rectangles represent other cancer type annotated in the COSMIC database.,5,software,7,"COSMIC, the Catalogue Of Somatic Mutations In Cancer, is the world's largest and most comprehensive resource for exploring the impact of somatic mutations in human cancer."
PMC5390613_JWC03,jackchristen,PMC5390613,"using CV value processed by our MATLAB-based software, and to demonstrate a correlation",2,software,10,was called software
PMC2475704_CM09,anneclarisse,PMC2475704,"In GeneSpring, those genes showing at least fourAffymetrix present calls were selected prior to further dataprocessing.",3,software,10,Google
PMC3734831_MZ01,oceanwall,PMC3734831,The  Connectivity  Map  (Cmap)  tool25was  used  to  testwhether the vorinostat signatures from BJ and BJ LTSTERasfibroblasts  were  similar  to  other  drug-induced  expressionprofiles.,3,other,10,Cmap is a database of gene expressions
PMC4013958_MZ01,oceanwall,PMC4013958,"Cells were observed every day and CPE wasrecorded using Motic Images plus Ver. 2.1 (Shimazu-rika, Tokyo, Japan).",2,software,10,"googled name, confirmed software status"
